"bed","dauer.t3","case","ok.t3","swb1.t3","swb2.t3","swb3.t3","swb4.t3","swb5.t3","swb6.t3","swb7.t3","swb8.t3","swb9.t3","swb10.t3","swb11.t3","swb12.t3","t1.t3","t2.t3","t3.t3","t4.t3","t5.t3","t6.t3","t7.t3","t8.t3","gbk1.t3","gbk2.t3","gbk3.t3","gbk4.t3","gbk5.t3","gbk6.t3","gbk8.t3","gbk9.t3","gbk10.t3","gbk11.t3","gbk12.t3","check.t3","gbk13.t3","gbk14.t3","gbk15.t3","gbk16.t3","gbk17.t3","gbk18.t3","sv1.t3","sv2.t3","sv3.t3","sv4.t3","sv5.t3","sv6.t3","sv7.t3","sv8.t3","sv9.t3","sv10.t3","sv11.t3","sv12.t3","sv13.t3","sv14.t3","sv15.t3","sv16.t3","sv17.t3","sv18.t3","so1.t3","so2.t3","so3.t3","so4.t3","so5.t3","so6.t3","so7.t3","so8.t3","so9.t3","so10.t3","so11.t3","so12.t3","so13.t3","sr1.t3","sr2.t3","sr3.t3","sr4.t3","sr5.t3","sr6.t3","sr7.t3","age.t3","gender.t3","edu.t3","income.t3","pol_orient.t3","gender.t3.d"
1,1159,112,1,4,4,4,3,4,4,2,3,2,2,2,2,3,3,3,3,3,3,3,3,6,5,2,2,1,5,3,5,1,1,3,4,6,6,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,3,3,2,3,3,2,3,2,4,4,4,3,4,2,4,2,4,2,4,4,26,2,5,6,38,0
1,633,32,1,4,4,4,4,4,4,2,1,1,1,1,1,1,5,1,3,4,3,4,1,6,4,1,1,2,6,1,4,1,1,7,4,6,6,7,1,1,1,6,6,7,6,6,6,5,6,5,6,5,7,7,7,7,5,5,5,4,4,4,2,5,5,4,4,5,5,5,5,5,3,5,3,5,3,1,4,65,2,6,7,50,0
0,589,135,1,2,3,3,3,3,3,4,4,4,4,4,1,3,1,3,2,2,3,2,2,5,4,4,1,1,4,5,4,5,2,6,4,5,5,3,5,3,1,5,6,6,6,6,6,5,5,5,5,5,5,6,5,7,2,2,1,4,3,4,3,4,4,3,4,4,5,4,4,5,4,4,4,4,4,4,4,42,1,7,6,18,1
1,563,146,1,4,4,4,4,3,4,2,1,3,2,2,1,4,2,3,4,2,4,2,3,6,5,3,1,2,5,3,4,2,2,5,4,3,3,5,1,5,3,6,5,6,4,2,5,6,6,7,5,5,5,6,5,3,5,5,3,4,5,3,2,4,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,25,1,5,3,15,1
0,721,157,1,2,2,3,1,1,2,4,4,4,3,4,2,1,3,1,2,3,3,3,2,7,6,1,1,1,6,1,4,1,1,5,4,5,5,6,3,5,1,6,6,6,7,7,7,7,7,7,6,7,5,5,5,6,3,3,5,5,3,2,2,5,3,3,5,4,4,5,5,5,3,5,3,4,3,2,5,46,1,6,6,26,1
1,452,139,1,4,4,4,4,4,5,2,1,1,2,1,2,1,4,1,4,4,1,4,1,7,7,1,1,1,6,1,7,1,1,7,4,6,6,6,1,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,4,5,4,1,5,66,1,4,5,25,1
0,475,102,1,4,4,4,4,3,4,2,1,1,2,1,3,3,2,3,3,2,4,3,4,6,6,2,1,3,5,5,6,2,1,6,4,6,5,6,2,4,2,4,6,5,4,5,5,7,6,7,7,7,6,7,6,6,7,7,7,4,3,3,2,4,3,4,4,4,4,5,4,5,4,4,4,5,4,2,4,22,1,5,4,25,1
1,516,100,1,4,4,4,3,3,4,2,3,1,2,1,1,3,2,2,5,2,4,3,3,6,5,5,5,3,6,3,5,2,2,6,4,5,6,6,2,1,2,7,7,7,7,7,7,7,7,6,7,6,6,6,6,6,6,5,6,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,2,4,4,2,4,25,1,5,3,25,1
0,748,153,1,3,3,4,3,3,3,3,2,4,2,1,3,2,4,1,5,4,1,5,1,7,6,1,1,1,6,1,6,2,2,6,4,7,6,7,2,1,1,5,5,5,6,5,6,4,5,4,5,4,7,7,6,6,2,2,2,5,3,1,1,5,3,5,5,5,5,5,5,5,3,3,2,2,3,4,3,58,1,3,3,11,1
0,351,19,1,4,4,4,5,5,5,2,2,2,2,2,1,2,3,2,3,3,3,4,2,5,4,3,4,1,5,5,5,3,3,4,4,6,6,6,2,2,2,5,6,6,5,5,5,6,4,4,4,5,4,3,4,4,2,2,3,3,2,2,3,3,2,2,3,3,3,4,3,3,4,4,4,4,4,4,4,30,1,6,5,28,1
1,1258,104,1,2,3,3,3,4,4,3,2,1,2,3,5,3,2,4,4,1,2,1,5,2,5,5,1,5,5,6,6,3,1,6,4,6,6,7,5,5,6,7,2,6,5,2,2,5,6,7,3,7,6,7,6,5,6,2,2,3,2,3,1,5,2,4,4,5,5,4,4,5,3,5,5,2,4,4,2,43,2,6,6,22,0
1,694,110,1,4,4,3,3,3,4,2,2,2,2,3,1,4,2,3,2,2,3,2,2,7,5,3,1,1,7,5,6,1,1,6,4,6,5,6,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5,4,5,2,4,5,4,5,5,5,5,5,5,4,4,4,4,4,2,5,25,2,3,4,13,0
0,569,129,1,3,3,3,3,3,4,4,4,2,4,2,3,2,4,3,3,4,2,3,2,7,4,1,1,2,5,4,5,2,4,7,4,6,6,6,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,5,4,4,2,5,5,5,4,4,4,5,4,5,3,3,4,3,3,4,4,23,1,3,3,4,1
0,389,120,1,3,3,3,3,2,3,3,4,2,4,3,3,4,1,3,2,3,4,1,3,3,1,5,1,3,3,4,3,5,6,6,4,6,5,4,6,5,3,7,6,5,6,6,6,7,7,7,7,7,5,6,6,7,6,7,5,5,5,3,1,4,4,3,4,5,5,5,5,5,4,2,1,4,4,4,2,24,1,3,3,41,1
1,350,163,1,3,4,4,4,2,4,3,3,2,2,2,3,4,3,4,1,3,4,3,4,4,4,4,4,3,6,5,5,4,4,6,4,6,5,6,5,2,3,6,4,6,3,6,6,6,6,6,6,6,6,6,6,7,6,6,6,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,4,5,4,22,1,3,2,51,1
1,355,187,1,3,2,3,2,2,2,4,3,4,2,4,3,5,3,4,3,2,2,2,5,5,2,2,2,3,5,2,5,2,3,5,4,2,3,3,6,6,6,6,6,6,4,5,5,6,6,6,6,6,5,6,2,5,7,6,6,4,2,2,3,4,4,4,4,4,3,4,4,2,2,2,2,4,2,3,4,27,2,5,5,35,0
1,343,126,1,4,4,3,3,3,4,3,2,3,3,2,2,4,1,4,2,2,4,2,4,5,5,2,2,2,5,2,5,3,2,5,4,5,5,5,3,2,2,6,6,6,5,5,5,6,6,5,5,5,6,6,4,5,5,5,5,4,3,2,2,5,4,3,4,5,4,4,4,5,2,4,4,4,2,4,4,47,1,4,7,23,1
0,532,172,1,3,3,3,2,3,3,2,3,2,2,3,2,4,2,4,4,2,3,2,4,7,4,1,1,1,6,1,4,1,1,5,4,5,5,6,3,3,1,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,4,4,5,2,5,4,4,5,5,5,5,5,5,3,4,3,3,3,3,4,50,2,7,7,21,0
1,420,183,1,3,3,3,3,3,3,3,2,2,3,3,3,4,2,3,4,2,4,2,3,6,4,3,3,3,6,4,4,3,1,6,4,5,5,6,3,3,3,7,7,6,7,7,7,7,7,7,7,7,5,7,5,5,6,6,6,5,4,3,2,5,4,4,5,5,5,5,5,5,2,2,1,2,2,2,2,38,2,6,4,5,0
0,291,191,1,3,4,3,3,3,3,2,1,2,2,2,3,2,4,2,3,3,2,3,2,7,6,1,1,1,6,2,5,1,3,6,4,6,6,6,2,2,4,6,6,6,6,6,6,5,5,5,5,5,6,7,7,7,6,6,6,5,5,4,1,5,4,4,5,4,5,5,4,5,3,3,3,3,3,2,3,0,1,6,6,29,1
0,281,209,1,4,5,4,4,4,4,1,2,1,2,1,1,2,2,2,4,2,2,5,2,5,4,1,1,1,6,1,5,1,1,5,4,6,7,5,1,1,2,6,6,6,4,5,6,6,7,6,6,7,6,5,5,5,5,5,5,4,4,1,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,27,1,6,4,12,1
0,501,219,1,3,3,3,3,1,2,4,4,4,3,4,3,4,2,3,4,1,2,2,4,6,5,1,2,3,6,4,4,1,2,5,4,5,5,3,5,2,5,5,6,6,5,5,5,6,5,5,5,5,6,6,5,3,1,1,1,4,3,5,1,5,5,4,4,5,5,5,5,5,2,2,2,4,2,3,2,20,1,3,3,20,1
0,2443,181,1,4,4,4,4,3,4,3,3,3,2,1,4,3,2,3,3,2,4,3,3,5,5,4,3,2,6,5,5,3,2,6,4,3,5,5,5,5,3,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,5,6,5,4,5,5,2,5,5,4,5,4,4,4,4,4,4,4,4,4,4,2,4,28,1,5,6,21,1
0,534,147,1,3,3,3,2,2,3,3,3,3,2,1,2,1,5,1,5,5,1,5,1,7,6,1,1,1,6,2,2,2,4,6,4,3,3,2,5,4,1,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,5,4,3,5,5,2,1,5,5,4,5,5,5,5,5,5,3,3,3,3,3,3,3,58,1,6,3,25,1
1,437,171,1,4,4,4,4,4,4,2,2,2,2,2,2,3,1,3,2,1,5,1,4,2,3,5,5,5,3,4,4,3,3,4,4,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,5,6,7,5,7,7,5,4,4,4,2,5,5,3,5,5,5,5,5,5,3,4,4,4,3,3,4,40,1,6,3,19,1
1,2014,144,1,2,3,2,2,1,2,2,1,4,2,3,2,4,1,5,2,1,3,2,4,3,3,2,2,2,5,3,4,2,5,6,4,6,6,5,2,3,4,2,2,5,2,2,2,2,2,2,2,2,5,6,5,6,7,7,7,2,4,5,4,4,3,4,2,3,3,3,3,3,4,3,4,4,4,4,2,37,2,6,4,50,0
1,513,142,1,4,4,4,5,5,4,1,3,1,3,3,1,1,2,1,4,5,2,3,3,5,3,1,1,5,5,4,6,1,2,6,4,6,7,5,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,5,5,3,1,5,4,4,5,5,5,5,5,5,3,3,2,4,1,4,2,24,1,5,3,12,1
0,327,173,1,5,5,5,4,4,4,1,1,2,2,2,2,3,3,3,3,3,4,4,2,5,5,3,3,3,5,5,5,3,3,5,4,7,6,6,2,6,3,7,7,7,7,7,7,5,6,5,5,5,6,7,6,6,5,5,5,4,4,4,2,4,2,4,5,5,4,5,5,5,3,4,4,4,3,3,4,31,1,6,6,18,1
0,351,164,1,4,4,4,4,4,4,2,3,3,2,1,3,3,3,3,4,2,4,3,3,6,4,3,2,2,5,5,5,4,6,6,4,6,6,6,2,2,4,7,7,7,7,7,7,6,6,6,6,6,4,6,5,4,6,6,6,5,3,5,1,3,4,3,5,4,5,5,4,4,4,3,4,2,2,4,3,21,1,3,2,15,1
1,498,185,1,5,5,5,5,5,5,2,1,1,1,1,1,1,5,1,5,5,1,5,1,3,3,1,1,5,3,3,3,4,1,7,4,7,7,7,1,1,1,5,5,5,5,5,5,5,5,5,6,5,7,7,7,7,7,5,5,4,4,2,2,5,5,5,5,3,4,5,4,5,2,3,2,2,2,3,2,24,1,5,4,19,1
0,701,137,1,3,4,4,3,2,4,1,1,1,1,1,1,1,3,1,5,1,1,3,1,7,7,1,1,1,7,1,4,1,1,7,4,1,6,1,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,5,3,5,1,1,1,4,2,3,1,3,3,3,3,4,1,5,5,5,1,4,1,3,1,1,4,44,1,6,4,44,1
0,365,208,1,2,2,3,1,2,3,4,4,4,4,2,4,3,2,2,4,3,4,4,2,6,6,1,1,1,6,4,6,2,2,7,4,5,5,2,4,3,3,6,6,7,5,6,6,5,5,5,4,6,7,7,7,7,6,6,6,5,5,4,1,5,5,5,5,5,5,5,5,5,2,3,2,3,2,2,3,34,1,6,2,1,1
1,496,196,1,4,4,4,4,5,5,2,1,2,1,1,1,1,2,2,4,1,4,4,1,6,4,1,1,3,6,1,4,1,1,5,4,7,6,7,1,2,2,6,3,5,6,5,6,1,1,1,1,1,6,7,6,3,2,2,1,3,2,5,3,5,2,2,3,3,4,3,4,4,1,5,1,5,1,1,1,55,1,6,4,60,1
0,653,197,1,5,4,5,5,4,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,6,4,3,1,3,5,4,4,3,1,4,4,7,7,7,2,1,3,6,6,7,6,7,7,7,7,7,7,7,5,2,2,3,3,3,5,5,4,5,2,5,5,3,5,4,5,5,5,5,2,4,3,4,2,3,4,25,1,5,3,7,1
1,559,200,1,5,5,5,5,5,5,1,1,1,1,1,2,4,4,3,3,4,2,4,2,7,7,1,3,1,6,3,3,2,1,7,4,7,7,7,1,1,1,3,5,6,1,2,1,4,6,4,4,4,5,5,1,3,2,4,5,3,4,4,1,4,3,5,5,5,5,5,5,5,4,2,4,3,4,5,2,24,1,5,2,31,1
1,657,134,1,4,5,5,4,4,5,1,1,1,1,1,1,2,4,2,5,4,2,5,2,6,6,1,2,1,6,4,6,2,1,6,4,7,7,7,1,1,1,6,5,6,6,5,5,5,5,5,5,5,7,7,5,6,7,7,4,4,3,4,2,4,4,4,5,5,5,5,5,5,3,4,4,4,3,2,4,25,1,6,4,61,1
0,1350,168,1,3,5,3,4,3,4,3,2,2,4,1,3,4,2,3,2,2,4,3,3,5,6,3,1,2,6,4,6,3,2,4,4,6,6,5,3,5,2,6,4,6,7,6,7,7,7,6,7,7,6,7,5,5,7,7,6,5,4,4,1,5,5,3,5,5,5,5,5,5,4,4,5,5,5,2,4,27,1,6,5,10,1
1,23415,159,1,1,2,1,1,2,1,5,4,4,3,2,3,4,3,4,3,2,5,2,3,5,3,6,1,5,3,3,4,7,6,1,4,2,3,3,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,1,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,0,1,5,3,41,1
1,3610,154,1,3,4,4,3,3,4,1,1,2,1,1,1,4,2,3,2,2,4,3,3,5,5,2,1,3,6,4,4,3,2,6,4,6,6,5,1,2,1,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,6,6,5,5,5,1,5,5,4,5,5,5,5,5,5,3,4,3,4,3,2,4,49,1,4,5,12,1
0,370,176,1,3,3,3,3,2,3,3,3,3,3,2,3,5,2,4,1,2,4,2,4,6,7,2,1,1,7,4,7,2,1,6,4,6,6,6,1,4,6,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,3,5,5,5,3,5,5,4,5,5,5,5,5,4,2,4,2,3,2,2,4,24,1,5,2,10,1
1,538,175,1,4,5,5,4,4,4,2,2,2,2,3,1,1,5,1,4,5,3,5,1,6,6,2,1,1,6,2,5,1,1,6,4,7,7,7,2,7,2,7,6,7,5,7,7,5,5,5,5,4,5,5,6,6,3,2,4,5,4,3,2,5,5,3,5,5,5,5,5,5,2,3,3,4,2,2,3,28,1,6,5,28,1
0,899,216,1,5,4,5,3,3,4,1,1,1,1,1,2,1,5,1,5,5,1,5,1,7,7,1,1,1,7,4,5,1,1,3,4,7,7,7,1,1,1,6,6,6,6,6,6,4,4,4,4,4,6,6,5,5,4,5,4,3,4,4,2,4,4,4,5,5,4,5,5,5,1,4,3,5,2,3,4,22,1,3,4,49,1
1,615,113,1,4,4,4,4,3,4,3,2,2,1,1,3,3,2,3,4,2,3,3,3,5,5,4,3,3,5,5,5,3,3,5,4,5,5,5,3,3,3,6,6,5,6,6,6,6,6,6,6,5,5,6,5,5,5,5,5,4,5,4,2,4,5,4,4,4,4,5,4,5,3,3,4,4,2,4,3,24,2,5,3,25,0
0,329,127,1,3,4,4,3,4,4,3,3,3,2,2,1,2,4,1,3,4,2,4,2,6,5,1,1,2,6,4,4,4,2,5,4,5,6,6,3,3,3,6,6,5,5,5,6,4,4,4,4,4,6,6,6,7,5,5,5,4,3,3,3,3,3,4,4,4,4,4,5,5,4,4,3,4,3,3,4,52,2,6,7,25,0
NA,399,NA,1,4,3,3,2,1,3,2,2,2,3,3,2,2,2,1,2,2,4,2,3,5,3,5,1,1,5,2,4,5,3,5,4,5,5,5,5,2,2,5,5,5,3,5,5,3,4,5,3,3,5,6,6,6,5,2,2,4,3,4,3,4,4,4,5,3,4,5,4,5,4,4,4,4,4,4,4,30,1,6,3,13,1
1,448,169,1,4,4,4,3,3,4,2,2,2,1,1,1,5,1,5,2,1,5,3,5,3,4,3,1,4,4,3,5,2,2,5,4,5,7,7,1,2,2,6,6,7,6,6,6,7,6,6,4,6,5,4,4,4,5,2,5,4,4,4,3,3,2,3,2,3,4,3,3,3,2,4,4,4,2,2,4,27,1,5,4,33,1
0,407,233,1,4,4,3,3,3,3,2,3,3,2,1,1,1,4,2,3,4,3,4,1,3,1,1,1,5,5,1,4,1,1,6,4,3,5,4,3,1,1,6,7,7,7,7,6,7,7,6,7,7,7,7,6,5,6,5,3,5,5,5,1,5,5,4,5,4,5,5,5,5,1,3,1,4,1,1,3,31,1,6,5,11,1
0,642,188,1,4,4,4,3,2,3,2,2,1,2,1,1,5,1,5,3,1,5,2,5,7,7,3,2,1,7,4,4,2,1,6,4,7,7,7,1,3,2,7,7,7,7,7,7,6,6,6,6,6,7,7,6,6,6,6,6,5,5,3,1,5,5,4,5,5,5,5,5,5,2,4,3,3,2,2,4,22,1,3,3,22,1
0,456,231,1,3,4,4,3,3,3,4,4,3,3,4,4,5,1,4,1,1,5,1,4,3,1,6,6,5,3,3,3,5,4,4,4,5,2,3,4,5,5,7,7,7,7,7,7,6,6,6,6,6,6,6,5,7,6,6,5,5,5,5,2,5,5,3,5,5,3,5,5,5,2,2,1,1,2,3,2,23,1,5,3,23,1
1,432,199,1,4,4,4,3,3,4,1,2,1,1,1,1,2,2,1,2,2,4,4,2,5,5,1,1,5,5,4,4,3,1,6,4,5,5,2,1,1,1,6,6,7,6,4,6,6,7,6,6,6,7,7,5,5,6,4,4,5,5,3,2,4,5,4,4,5,5,5,5,5,3,3,3,4,1,2,4,34,1,5,6,43,1
NA,573,NA,1,3,3,2,3,1,4,4,3,5,4,3,3,3,1,5,4,1,4,2,5,7,5,5,1,1,5,4,4,4,7,5,4,5,4,4,5,5,1,6,7,7,7,6,5,7,7,6,7,6,6,5,4,6,7,5,1,4,4,4,1,5,5,3,5,5,4,5,5,5,2,5,5,4,3,5,5,18,1,4,5,25,1
0,586,167,1,4,3,4,3,2,3,2,3,1,2,1,1,2,3,2,5,3,3,3,4,6,6,1,1,1,7,7,5,1,1,6,4,5,5,6,5,6,1,6,4,6,5,6,4,7,7,7,7,7,6,7,6,6,7,6,6,4,5,5,1,5,5,5,5,5,5,5,5,5,3,1,4,4,3,2,1,22,2,3,4,1,0
1,550,190,1,4,5,4,4,4,4,1,2,2,2,1,1,4,2,4,3,2,4,2,4,6,5,1,1,1,4,4,5,1,1,5,4,7,6,6,1,1,1,6,6,6,6,6,6,3,3,3,3,3,2,2,2,2,3,5,2,3,4,1,2,4,4,3,5,5,5,5,5,5,3,2,4,4,3,3,3,26,1,6,5,38,1
1,1154,193,1,3,4,4,3,2,4,3,2,3,3,2,3,2,1,2,4,2,4,2,2,3,3,2,4,5,5,2,5,1,2,3,4,6,4,3,3,1,1,5,5,4,5,4,5,5,2,3,3,4,5,6,5,5,3,5,5,4,4,3,2,5,4,3,4,5,5,4,5,5,2,4,1,2,3,2,2,40,2,6,3,23,0
1,393,174,1,4,3,2,4,2,4,4,3,3,3,2,2,3,4,3,5,3,2,4,2,6,6,5,1,2,6,1,3,5,1,5,4,5,5,5,5,3,2,7,7,7,5,5,5,6,6,6,6,6,3,3,2,3,2,3,2,4,3,3,3,3,4,3,5,5,4,5,5,5,4,4,5,4,4,4,4,25,1,6,4,30,1
0,477,211,1,4,5,4,4,4,4,2,3,1,3,3,3,4,1,4,2,2,4,3,4,5,5,3,4,1,5,4,6,4,2,5,4,7,7,5,1,2,2,6,6,4,6,6,7,6,7,6,5,6,6,5,7,4,6,6,5,4,3,4,2,3,4,4,5,3,4,4,3,3,3,3,3,4,4,3,4,25,1,6,4,37,1
1,668,201,1,4,4,4,5,4,5,2,1,1,1,1,1,1,4,2,4,4,1,4,1,6,5,1,1,3,6,2,5,1,1,6,4,6,7,7,1,2,1,5,5,5,5,5,5,7,7,7,7,7,6,6,6,5,6,5,5,4,3,4,3,3,3,4,4,5,4,5,4,5,1,5,2,4,1,4,4,34,1,4,5,51,1
1,423,234,1,2,2,3,3,2,3,3,3,3,3,2,3,3,2,3,2,2,4,2,4,6,4,2,2,3,5,2,3,2,2,6,4,5,6,6,3,5,5,4,5,5,5,4,4,4,5,4,4,5,5,2,2,3,4,5,2,4,3,2,4,4,4,4,4,2,3,4,3,2,2,3,3,3,2,4,3,50,2,3,4,17,0
1,355,99,1,4,3,3,3,3,3,4,3,4,3,2,4,4,1,4,1,1,3,1,4,2,5,6,1,5,5,6,5,2,3,5,4,6,6,5,3,7,2,5,5,5,5,5,5,5,6,4,5,5,5,6,6,6,7,7,7,5,4,3,2,5,5,4,5,5,5,5,5,5,4,4,4,3,4,3,4,21,2,5,3,14,0
NA,1032,NA,1,3,2,3,1,1,2,4,4,3,5,4,3,4,4,2,2,4,2,1,2,6,5,6,3,3,6,5,3,5,5,7,4,3,3,2,7,5,3,7,6,6,7,5,6,5,5,5,5,7,7,6,6,6,2,6,6,3,4,4,1,5,3,5,3,2,3,5,5,4,4,1,2,4,2,4,2,39,2,4,3,1,0
NA,236,NA,1,3,3,3,3,3,2,4,3,4,3,1,3,1,4,1,4,3,2,4,2,5,2,1,1,5,5,1,4,1,1,6,4,5,4,5,6,5,2,7,7,7,7,7,6,7,7,7,6,7,6,7,6,6,6,5,5,5,4,5,2,5,5,4,5,5,5,5,5,5,2,2,2,3,2,4,3,44,2,5,4,36,0
NA,626,NA,1,4,4,4,4,4,4,3,3,3,3,4,3,4,3,3,4,3,5,4,4,6,5,3,3,4,6,5,5,2,1,6,4,5,7,7,4,3,5,7,7,7,7,7,7,7,7,7,7,7,6,7,6,4,7,5,1,5,4,3,3,5,5,4,5,5,5,5,5,5,4,3,4,3,4,4,2,22,1,3,3,1,1
NA,1444,NA,1,2,4,3,2,2,2,2,3,3,2,3,1,3,2,3,3,1,3,2,3,7,4,1,1,1,5,1,6,1,1,6,4,5,5,6,5,2,3,5,5,5,4,4,5,5,6,4,5,5,6,7,5,7,3,3,5,3,3,4,2,4,4,4,5,5,5,5,5,5,2,4,3,3,3,3,4,36,1,6,5,20,1
1,390,225,1,3,3,3,3,3,3,4,4,4,4,4,2,5,1,4,2,1,4,2,4,3,4,3,3,3,5,3,5,3,3,4,4,5,3,3,6,6,5,5,5,6,5,5,4,5,5,4,5,5,5,5,5,5,3,3,3,4,3,4,3,3,4,4,4,5,5,5,5,5,4,4,4,4,4,5,4,26,1,6,4,27,1
0,779,178,1,2,2,2,2,2,1,4,4,4,4,3,4,3,1,4,2,1,3,1,4,7,4,1,1,1,7,3,4,1,1,6,4,6,5,5,5,1,3,6,6,6,5,5,5,6,7,6,6,6,5,6,5,6,5,3,4,4,3,4,2,3,4,3,4,4,4,4,5,5,3,4,2,4,2,3,4,28,1,6,5,34,1
0,957,203,1,4,4,4,4,4,4,2,1,3,3,2,2,2,2,3,2,3,2,4,2,5,3,5,3,5,2,3,6,5,2,6,4,6,6,6,3,3,2,6,5,6,5,6,6,6,6,6,5,6,6,7,5,6,6,6,5,4,4,4,2,4,4,4,4,4,4,5,4,5,1,2,1,2,2,4,4,43,2,6,3,17,0
1,610,155,1,4,4,3,4,5,4,1,3,3,3,2,1,3,4,2,3,2,3,4,3,5,5,3,1,1,5,5,5,1,2,6,4,5,5,6,3,1,1,7,7,7,7,4,7,6,6,6,5,6,6,7,6,7,7,5,6,4,4,3,2,5,4,5,4,4,5,3,5,5,4,5,4,4,5,3,4,26,2,3,3,17,0
0,403,172,1,3,3,3,2,2,3,2,2,2,2,3,2,4,2,4,3,2,3,3,4,7,4,4,1,1,6,4,4,4,1,6,4,5,5,5,3,2,2,7,7,7,7,7,7,7,7,7,7,7,6,6,5,6,6,6,6,5,4,5,2,5,4,4,5,5,5,5,5,5,3,4,3,4,3,3,3,50,2,7,7,18,0
0,724,202,1,5,4,3,4,3,3,2,3,3,3,4,1,2,2,3,5,1,2,4,2,6,5,6,1,3,5,5,4,2,1,6,4,6,3,5,3,1,1,5,6,5,6,7,7,5,4,5,6,6,7,7,5,7,6,5,5,5,5,5,2,5,4,3,3,5,5,5,5,5,3,4,2,5,4,2,2,22,1,3,3,23,1
0,383,235,1,4,4,4,4,3,4,3,2,2,2,1,2,3,4,3,2,2,3,3,2,7,6,2,1,2,6,2,6,1,1,6,3,6,6,6,2,2,2,7,7,7,7,7,7,7,7,7,7,7,6,7,6,3,7,7,7,5,3,4,4,4,3,3,4,5,4,5,5,4,3,3,4,3,3,2,4,53,1,2,7,1,1
1,591,226,1,5,5,5,5,5,5,1,1,1,2,1,1,2,5,1,5,5,4,4,1,6,5,1,4,2,6,2,5,1,1,5,4,7,7,7,1,1,1,6,6,6,6,5,5,6,7,6,7,7,7,7,7,6,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,4,2,4,4,3,2,26,1,6,3,31,1
0,920,205,1,3,3,3,2,2,2,4,4,4,4,3,4,3,2,3,2,2,4,2,4,5,1,6,3,2,2,3,3,6,3,3,4,6,5,5,5,7,7,7,7,7,7,7,7,7,7,7,6,7,3,5,2,2,3,2,3,4,5,5,2,5,3,3,5,5,5,5,5,5,4,4,4,4,4,3,4,20,1,3,2,18,1
1,560,133,1,4,4,4,4,2,4,2,2,2,2,2,2,2,2,3,3,2,3,2,3,5,4,3,2,2,5,3,6,3,2,5,4,5,5,5,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,2,3,3,4,4,3,3,4,3,3,4,2,2,2,2,2,2,4,52,1,6,7,44,1
0,1107,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,67366,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,12,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
