"bed","dauer.t1","case","ok.t1","swb1.t1","swb2.t1","swb3.t1","swb4.t1","swb5.t1","swb6.t1","swb7.t1","swb8.t1","swb9.t1","swb10.t1","swb11.t1","swb12.t1","t1.t1","t2.t1","t3.t1","t4.t1","t5.t1","t6.t1","t7.t1","t8.t1","gbk1.t1","gbk2.t1","gbk3.t1","gbk4.t1","gbk5.t1","gbk6.t1","gbk8.t1","gbk9.t1","gbk10.t1","gbk11.t1","gbk12.t1","check.t1","gbk13.t1","gbk14.t1","gbk15.t1","gbk16.t1","gbk17.t1","gbk18.t1","sv1.t1","sv2.t1","sv3.t1","sv4.t1","sv5.t1","sv6.t1","sv7.t1","sv8.t1","sv9.t1","sv10.t1","sv11.t1","sv12.t1","sv13.t1","sv14.t1","sv15.t1","sv16.t1","sv17.t1","sv18.t1","so1.t1","so2.t1","so3.t1","so4.t1","so5.t1","so6.t1","so7.t1","so8.t1","so9.t1","so10.t1","so11.t1","so12.t1","so13.t1","sr1.t1","sr2.t1","sr3.t1","sr4.t1","sr5.t1","sr6.t1","sr7.t1","age.t1","gender.t1","edu.t1","income.t1","pol_orient.t1","gender.t1.d"
1,830,230,1,4,4,4,4,3,4,3,2,2,1,1,2,4,3,4,2,2,4,2,4,5,1,1,2,3,6,2,4,2,2,6,4,7,7,7,2,1,1,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,6,5,5,5,5,5,1,5,5,3,5,4,4,5,5,5,2,4,2,2,2,2,3,24,1,3,3,18,1
0,583,231,1,3,3,2,3,3,3,4,4,4,4,4,4,5,1,5,1,1,5,1,4,6,6,2,1,2,5,4,6,2,2,6,4,4,5,3,6,5,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,4,5,4,4,2,5,5,4,5,5,5,5,5,5,4,4,2,4,3,3,4,23,1,5,3,24,1
1,916,232,1,4,4,4,4,4,3,2,2,2,2,2,2,1,4,1,4,4,3,5,2,5,5,3,5,5,6,5,5,5,3,7,4,5,5,3,3,5,5,6,6,6,6,6,6,5,5,5,5,5,7,5,7,7,1,1,1,4,4,2,2,4,4,4,4,4,2,4,4,4,2,2,2,2,2,2,2,43,2,7,5,33,0
0,456,233,1,3,3,2,4,4,4,3,3,3,2,2,1,2,3,1,4,3,3,4,2,2,5,1,1,2,6,4,4,1,1,7,4,3,3,4,4,1,1,6,7,7,7,7,7,7,5,7,7,7,5,7,6,6,7,5,5,5,5,5,1,5,5,4,4,4,4,5,5,5,2,3,1,4,1,1,1,31,1,6,4,13,1
1,615,234,1,3,3,4,3,2,4,2,3,2,2,2,2,2,3,2,4,4,3,4,2,6,6,5,1,2,6,3,6,2,2,7,4,6,6,7,2,3,2,5,4,5,5,5,4,6,5,5,5,4,6,7,6,6,4,2,2,4,3,4,4,4,5,4,4,2,3,4,4,3,3,4,4,4,4,4,4,50,2,3,4,5,0
0,45398,235,1,4,4,4,4,3,4,2,2,2,3,1,1,3,4,2,4,3,2,4,3,6,5,2,2,2,6,1,6,2,1,6,4,6,6,5,2,3,1,7,7,7,7,7,7,7,7,7,7,7,5,6,5,5,7,6,5,4,3,5,2,4,4,3,5,5,5,5,4,5,3,3,3,4,3,2,4,53,1,2,6,1,1
1,547,236,1,5,4,4,3,2,5,2,2,3,1,1,1,3,2,3,2,1,5,2,4,7,7,1,1,1,7,4,7,1,1,7,4,7,7,7,2,1,1,6,3,1,1,7,5,6,7,2,7,6,6,5,6,4,5,1,1,4,3,2,3,1,1,5,1,1,4,5,5,2,1,4,1,5,1,3,2,26,2,5,3,4,0
0,1087,237,1,3,4,3,4,3,4,3,2,2,3,1,1,4,1,3,4,2,4,3,4,6,5,4,1,1,6,5,6,5,1,7,4,6,6,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,5,1,5,5,5,4,3,5,5,3,5,4,4,4,5,3,2,5,28,1,6,5,32,1
1,642,238,1,3,3,2,2,2,2,4,4,2,4,1,1,5,1,5,1,1,5,1,5,5,3,1,1,5,2,2,3,5,3,5,4,2,3,5,6,1,3,7,7,7,5,5,5,6,7,6,6,7,6,6,5,6,6,6,5,5,4,3,2,5,5,3,4,5,5,5,5,5,4,4,2,4,2,2,4,26,1,6,4,29,1
0,124,239,1,4,4,4,4,3,3,3,3,2,3,2,2,4,3,4,2,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,57,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,5666,241,1,4,4,4,3,3,4,2,3,3,3,3,2,4,2,4,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,12,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,243,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4143,244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1042,245,1,4,4,4,4,3,4,3,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,796,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,142,247,1,3,3,3,3,2,2,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,908,248,1,4,4,4,4,3,4,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1533,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1038983,250,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,158,251,1,5,4,3,5,3,5,1,4,3,5,1,3,2,5,1,3,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2131,252,1,3,2,2,3,3,3,4,5,4,1,3,1,1,4,1,2,3,1,2,1,6,1,5,1,1,2,4,7,1,1,7,4,6,7,7,1,1,1,5,2,7,6,6,5,7,7,6,7,5,4,7,2,5,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10963,253,1,4,4,4,3,3,4,3,3,2,1,1,2,1,1,1,4,4,2,3,1,3,4,1,5,1,2,2,4,1,2,6,4,2,2,2,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
