"bed","dauer.t1","case","ok.t1","swb1.t1","swb2.t1","swb3.t1","swb4.t1","swb5.t1","swb6.t1","swb7.t1","swb8.t1","swb9.t1","swb10.t1","swb11.t1","swb12.t1","t1.t1","t2.t1","t3.t1","t4.t1","t5.t1","t6.t1","t7.t1","t8.t1","gbk1.t1","gbk2.t1","gbk3.t1","gbk4.t1","gbk5.t1","gbk6.t1","gbk8.t1","gbk9.t1","gbk10.t1","gbk11.t1","gbk12.t1","check.t1","gbk13.t1","gbk14.t1","gbk15.t1","gbk16.t1","gbk17.t1","gbk18.t1","sv1.t1","sv2.t1","sv3.t1","sv4.t1","sv5.t1","sv6.t1","sv7.t1","sv8.t1","sv9.t1","sv10.t1","sv11.t1","sv12.t1","sv13.t1","sv14.t1","sv15.t1","sv16.t1","sv17.t1","sv18.t1","so1.t1","so2.t1","so3.t1","so4.t1","so5.t1","so6.t1","so7.t1","so8.t1","so9.t1","so10.t1","so11.t1","so12.t1","so13.t1","sr1.t1","sr2.t1","sr3.t1","sr4.t1","sr5.t1","sr6.t1","sr7.t1","age.t1","gender.t1","edu.t1","income.t1","pol_orient.t1","gender.t1.d"
1,1327,76,1,3,3,4,4,4,3,3,4,2,4,1,4,1,2,1,2,2,4,4,1,6,4,1,1,1,4,2,4,2,1,6,4,6,7,6,2,7,7,7,7,6,4,5,6,5,6,6,6,6,2,5,2,2,5,2,2,3,3,5,3,4,3,2,4,4,4,4,2,4,2,4,2,2,2,4,4,25,1,5,3,NA,1
0,524,77,1,5,5,4,5,4,4,2,2,3,3,1,3,2,3,2,4,4,2,4,3,5,1,2,1,3,6,6,5,2,2,7,4,7,7,6,1,1,5,5,6,5,5,5,4,6,6,6,6,6,7,7,5,7,7,7,2,3,3,1,2,4,2,4,5,5,5,4,5,4,1,3,2,4,1,2,4,28,1,5,4,42,1
1,404,78,1,3,4,4,4,4,5,4,2,1,3,2,3,1,4,1,3,5,2,4,3,7,2,5,5,3,3,4,4,4,2,6,4,6,5,6,2,7,7,5,2,6,2,5,5,6,6,5,5,7,7,7,5,7,5,5,2,3,4,2,2,4,1,4,5,4,4,5,4,4,4,5,4,4,2,3,5,23,1,5,5,16,1
0,762,79,1,4,4,4,4,4,5,2,1,2,1,2,1,2,4,1,5,4,1,5,1,7,6,3,2,1,6,4,4,3,1,7,4,7,7,7,1,2,2,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,6,6,4,3,3,2,3,4,4,5,4,5,5,5,4,4,4,4,4,3,3,4,25,1,4,3,35,1
0,604,80,1,4,5,5,3,2,4,2,1,1,1,4,1,1,5,1,5,4,2,4,1,7,5,1,2,1,7,2,7,1,2,7,4,6,6,4,1,1,1,7,7,7,7,7,7,6,7,6,7,7,7,7,6,7,6,6,2,5,4,3,1,5,4,5,5,4,4,5,5,5,4,4,4,4,3,3,4,25,1,4,3,25,1
0,4795,81,1,4,4,3,4,3,4,4,4,4,3,3,2,2,4,3,5,4,2,4,3,7,7,2,1,1,5,2,1,1,2,5,4,6,7,6,2,1,5,5,5,5,5,1,6,5,2,6,4,6,3,5,3,4,6,6,1,5,4,4,2,4,5,4,5,5,5,5,5,5,4,4,4,4,3,2,5,29,1,6,4,37,1
0,335,82,1,4,4,3,4,3,4,3,2,3,2,1,2,2,5,2,3,4,2,4,2,7,4,1,1,1,7,1,4,1,1,4,4,7,6,6,1,1,1,6,6,6,6,6,6,7,7,7,6,7,2,2,2,2,5,5,2,3,2,4,4,4,3,3,4,3,5,5,3,4,2,4,3,3,2,2,4,22,1,3,2,16,1
1,949,83,1,4,4,4,4,4,4,3,2,2,2,1,1,1,3,2,3,4,2,4,1,6,1,3,2,5,5,4,4,2,2,6,4,6,5,6,1,2,2,6,6,6,6,6,6,5,6,4,6,5,7,7,7,3,7,6,4,4,4,5,3,3,3,4,4,4,5,4,4,4,4,4,3,4,3,2,4,23,2,3,1,28,0
0,803,84,1,4,4,4,4,4,4,2,2,2,2,1,2,1,3,2,4,2,3,5,1,6,5,1,2,1,5,2,4,1,1,5,4,6,5,5,1,2,3,6,2,5,2,2,2,3,4,4,5,2,2,6,3,5,2,4,2,2,2,4,3,4,5,4,4,5,5,4,5,4,1,3,3,4,1,2,3,25,1,5,3,50,1
1,457,85,1,4,4,4,3,4,4,1,2,2,1,1,2,2,4,2,4,4,1,5,2,4,5,1,2,3,5,5,5,1,2,4,4,6,6,6,1,2,4,7,7,6,7,7,7,7,7,6,6,7,6,7,6,6,7,6,6,5,5,5,3,5,4,5,5,5,5,5,5,5,5,3,4,4,4,4,3,69,2,6,7,12,0
0,960,86,1,3,3,2,2,3,3,3,4,3,3,2,3,4,2,4,1,1,5,2,3,5,3,1,2,3,2,4,5,5,5,4,4,5,6,3,5,6,5,6,6,7,6,6,5,6,7,5,5,5,6,7,6,7,7,6,4,4,3,2,2,4,4,3,5,4,5,5,5,5,5,3,3,3,4,2,4,34,1,3,7,7,1
0,368,87,1,4,4,4,4,3,3,2,2,2,1,1,2,5,1,4,1,2,5,1,5,7,5,5,1,1,6,1,5,1,3,2,4,6,6,5,2,2,1,3,5,4,7,2,7,6,7,6,5,6,3,5,3,2,1,1,1,5,3,1,2,3,2,1,3,4,4,4,4,4,4,4,3,4,3,5,3,35,2,7,7,46,0
1,933,88,1,4,5,5,4,3,4,1,1,2,1,1,1,1,3,2,5,4,2,5,1,7,7,1,1,1,7,4,7,1,1,6,4,7,6,6,1,1,1,7,7,7,5,5,5,6,7,6,6,6,7,7,7,5,7,7,7,5,5,4,1,5,5,5,5,5,5,5,5,5,3,5,1,4,1,1,5,31,1,5,7,48,1
1,1342,89,1,3,4,4,4,3,4,2,1,2,1,1,1,3,3,3,2,3,3,2,3,7,6,1,1,1,6,1,7,1,2,6,4,6,6,5,3,2,2,7,7,7,7,7,7,7,7,7,7,7,6,7,5,7,5,2,5,4,3,4,2,4,5,4,5,5,5,5,5,5,3,4,2,3,3,2,3,49,1,4,5,27,1
1,283706,90,1,3,2,3,3,1,3,2,2,3,2,1,2,2,2,4,3,2,4,2,3,4,4,2,1,3,2,3,5,3,3,6,4,4,5,4,4,2,4,5,6,5,6,6,5,6,6,5,4,5,6,6,4,4,4,3,5,5,3,4,2,4,3,3,4,3,3,3,3,3,4,4,4,2,3,2,4,21,2,3,2,49,0
0,569,91,1,4,3,3,4,3,3,3,3,3,4,2,4,4,2,3,2,2,4,2,4,5,4,2,5,2,5,3,5,4,3,5,4,6,6,6,5,6,4,7,7,7,7,7,7,7,7,7,7,7,6,5,6,4,7,7,7,5,5,4,1,5,5,5,5,5,5,5,5,5,1,3,3,4,3,1,3,30,1,2,5,1,1
0,849,92,1,3,3,3,2,2,3,4,3,4,1,4,1,2,3,2,3,2,2,2,3,3,3,5,1,5,3,2,5,4,2,3,4,6,6,6,4,2,3,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,4,2,4,4,4,4,2,3,4,4,4,4,4,4,2,3,2,4,4,2,36,1,3,3,31,1
0,992,93,1,2,3,2,3,1,4,3,3,3,1,2,2,1,4,1,5,3,1,5,1,6,5,1,1,2,6,1,6,1,1,3,4,5,5,4,1,2,5,5,5,6,5,4,4,5,5,5,5,4,5,6,2,5,6,2,2,3,2,4,2,3,3,3,4,3,4,4,3,3,1,2,2,3,2,3,4,49,1,2,7,17,1
1,1192,94,1,2,2,3,3,2,3,3,4,4,4,4,3,2,4,2,4,4,2,4,2,2,7,1,2,1,6,4,6,1,1,6,4,6,5,4,5,5,4,6,6,6,5,5,5,6,6,6,6,6,7,6,6,7,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,5,3,3,3,3,3,1,3,64,1,4,7,49,1
0,1509,95,1,5,4,4,4,3,4,1,2,2,1,1,2,1,3,2,5,3,2,4,1,7,2,1,1,1,5,1,4,1,1,5,4,7,6,6,2,1,2,4,6,6,5,5,5,5,5,5,5,5,2,7,1,7,2,2,2,3,4,2,3,5,5,3,5,3,3,5,5,5,1,2,1,3,1,3,1,24,2,5,4,33,0
1,768,96,1,4,4,4,3,3,4,2,2,1,1,1,1,4,2,4,4,1,5,2,5,7,5,1,1,1,2,1,5,2,1,7,4,6,5,6,2,5,1,5,6,6,5,5,5,6,6,5,5,5,7,7,7,6,7,4,5,3,2,3,3,4,3,4,3,3,4,3,3,3,1,3,2,4,2,3,3,55,1,6,6,27,1
0,712,97,1,4,4,3,4,3,4,3,3,2,1,1,2,2,2,2,4,4,4,3,2,3,5,3,2,4,5,4,4,2,3,6,7,5,5,5,5,2,2,2,4,3,2,5,4,6,5,4,5,5,1,4,2,2,5,2,2,2,2,1,4,4,3,3,3,3,1,5,4,4,4,4,2,5,1,3,4,22,2,3,3,36,0
0,1033,98,1,5,4,4,4,4,4,2,2,2,2,3,1,3,4,3,4,2,2,4,2,5,6,2,1,5,7,4,4,2,1,5,4,6,5,3,3,2,5,4,4,6,5,4,6,3,2,3,3,3,6,5,5,5,6,5,4,4,3,3,2,4,2,3,4,5,3,5,5,5,4,3,4,4,2,3,3,18,1,3,3,40,1
1,503,99,1,3,3,3,3,3,2,4,3,4,3,2,3,4,3,4,2,2,3,2,5,5,5,2,1,3,6,6,6,3,1,6,4,5,5,5,5,5,5,3,5,5,6,5,5,5,6,5,5,5,6,6,6,6,5,5,4,5,4,3,2,5,5,4,5,5,5,5,5,5,4,3,3,4,4,4,4,20,2,5,3,21,0
1,609,100,1,4,4,4,3,3,4,3,2,3,3,1,3,3,2,2,4,2,2,4,3,6,7,2,2,2,7,6,7,2,3,7,4,6,5,5,1,2,2,7,7,7,7,7,7,5,7,5,5,5,7,7,7,6,6,5,5,5,5,3,1,5,4,4,5,5,5,5,5,5,5,4,2,3,2,3,4,25,1,5,3,26,1
0,1182,101,1,5,5,5,5,4,4,2,1,1,2,1,1,1,5,1,5,5,1,5,1,7,6,1,1,1,6,4,4,1,4,7,4,7,6,6,1,2,6,6,6,7,7,7,7,7,7,7,7,7,7,5,7,5,6,4,4,5,5,5,1,5,5,4,5,4,4,5,5,5,1,3,3,4,2,3,3,24,1,4,6,23,1
0,611,102,1,4,4,4,4,3,4,1,1,2,1,1,2,1,4,1,4,4,2,4,2,5,5,2,2,1,5,1,5,1,1,5,4,6,6,6,2,3,1,4,5,5,3,3,3,6,6,6,6,6,6,6,6,5,5,5,3,4,2,4,2,2,4,2,4,3,4,3,5,3,3,3,2,2,2,4,3,22,1,5,4,23,1
1,657,103,1,4,4,3,3,4,4,2,2,3,1,1,2,4,2,4,3,2,4,3,4,5,5,3,1,3,5,3,5,2,3,4,4,6,6,5,3,3,2,6,4,7,5,5,4,5,5,5,5,5,4,5,4,3,4,3,5,4,2,2,3,4,2,3,4,3,4,4,3,3,2,4,2,3,3,4,4,54,1,4,5,37,1
1,2642,104,1,2,2,3,2,2,2,5,3,4,2,1,2,2,5,2,5,4,1,5,1,7,7,6,1,2,6,5,5,1,1,6,4,2,3,6,7,2,5,6,6,7,5,2,7,6,7,6,5,7,6,5,6,2,2,2,1,5,2,2,1,5,3,3,4,4,5,5,4,5,2,5,4,4,2,4,4,43,2,6,6,28,0
0,1218,105,1,4,4,4,3,3,4,2,2,2,2,3,1,2,3,2,4,2,3,3,2,5,4,5,2,3,5,5,5,5,2,4,4,5,5,6,2,5,3,5,2,6,2,2,2,5,7,5,5,5,5,7,3,5,3,1,1,2,4,2,4,3,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,26,1,6,4,25,1
1,1571,106,1,4,5,5,5,5,5,3,3,3,1,1,3,1,5,1,5,5,2,5,1,6,3,5,3,6,5,3,3,4,5,6,4,7,7,7,1,3,3,7,7,7,7,7,7,6,7,6,5,5,5,5,5,5,5,2,6,5,4,3,1,3,5,4,4,4,5,5,5,4,3,4,4,3,4,4,3,53,1,4,4,50,1
1,10924,107,1,4,4,4,3,2,3,2,2,3,3,1,2,3,2,3,3,2,4,2,4,5,5,3,3,2,3,2,5,3,2,5,4,7,6,6,1,2,1,6,6,6,5,6,5,5,5,3,5,3,5,6,5,5,5,3,5,4,3,4,2,3,5,4,5,4,5,5,5,4,2,4,3,2,2,4,4,23,1,3,2,10,1
0,643,108,1,2,2,2,1,1,2,4,3,5,5,4,4,5,1,5,1,1,5,1,5,6,3,1,1,2,7,1,5,1,1,7,4,1,1,3,7,6,6,2,5,5,2,2,2,6,6,5,5,6,7,7,7,7,7,7,5,3,5,4,2,5,2,4,5,5,5,5,5,5,5,5,2,4,4,2,5,31,1,5,4,54,1
0,1269,109,1,3,3,2,3,2,2,4,4,5,3,5,3,3,5,3,4,3,1,3,3,5,5,2,5,3,7,5,4,6,5,5,4,2,2,5,5,3,2,7,6,6,5,5,6,6,6,6,6,5,7,6,6,7,6,5,5,4,4,5,2,5,4,4,5,5,5,5,5,4,3,3,3,4,4,3,4,22,1,2,2,26,1
1,1024,110,1,4,4,4,4,4,4,3,2,2,2,2,2,3,2,4,2,2,5,3,4,6,4,3,1,3,5,4,4,3,2,5,4,5,6,5,3,1,1,6,6,7,7,7,7,7,7,7,6,7,7,6,6,7,6,6,7,5,5,5,2,4,3,4,5,5,5,3,5,5,3,4,4,4,4,4,4,25,2,3,4,15,0
0,26490,111,1,5,5,4,4,4,5,2,2,1,2,1,2,1,5,2,5,5,1,4,1,5,5,3,3,1,5,4,6,2,1,5,4,5,6,6,3,1,1,6,6,7,6,6,6,6,6,5,6,6,7,6,5,6,7,5,2,5,5,3,1,5,5,4,5,5,2,5,5,4,2,2,1,4,2,2,2,21,1,3,3,23,1
1,587,112,1,3,3,4,3,3,3,3,3,2,2,3,2,3,3,2,2,3,1,2,2,6,4,1,2,2,6,1,4,1,1,3,4,5,5,5,3,3,2,3,4,5,5,5,5,5,5,5,5,4,2,2,2,2,3,2,2,2,3,2,3,2,2,3,3,4,4,4,4,4,3,2,4,4,3,4,4,26,2,5,6,50,0
1,383,113,1,3,3,3,3,3,3,2,2,2,2,1,2,2,4,2,4,4,2,4,2,5,5,4,3,3,5,3,4,2,3,5,4,5,5,5,4,2,1,6,6,6,6,6,6,6,7,6,6,6,6,5,6,6,7,6,6,4,5,3,2,4,4,4,4,5,4,5,5,4,4,2,4,4,2,4,3,24,2,5,3,20,0
1,1024,114,1,3,4,3,3,2,2,4,4,4,4,3,4,3,2,2,1,4,3,2,2,3,6,2,1,1,6,6,6,5,5,6,4,6,6,6,7,7,6,6,7,7,6,5,5,6,6,5,4,5,7,7,7,6,6,7,7,4,5,5,1,5,5,4,5,5,5,5,5,5,3,4,2,4,3,1,4,25,1,4,5,19,1
1,361,115,1,3,3,3,3,2,3,4,4,3,4,4,3,2,3,3,2,4,3,2,3,5,5,1,1,1,5,4,5,3,2,5,4,3,4,5,6,4,5,6,6,6,6,5,5,6,6,6,6,6,2,5,3,6,5,2,5,5,4,5,1,5,5,4,5,5,5,5,5,5,4,4,4,3,2,2,4,55,4,6,NA,3,NA
0,1042,116,1,4,4,5,4,4,5,1,2,1,1,1,1,2,4,3,2,3,2,3,1,6,7,1,1,1,7,5,6,1,2,5,4,7,6,6,2,2,2,6,6,6,6,6,6,6,6,5,6,6,2,6,3,2,4,5,5,4,4,3,3,5,3,3,5,5,5,5,4,5,2,3,3,2,3,2,2,24,1,5,3,27,1
0,508,117,1,3,4,2,2,2,3,3,3,4,3,2,3,2,4,2,4,3,2,3,2,6,4,3,3,4,4,2,4,3,3,4,4,2,2,2,3,5,3,4,5,6,4,4,2,6,5,4,6,5,5,5,6,4,6,5,2,4,4,4,2,3,5,4,5,3,3,4,4,3,2,2,2,4,3,3,3,20,1,3,3,31,1
1,1253,118,1,4,4,4,4,4,4,2,3,2,3,1,2,2,5,2,4,4,3,3,1,6,5,4,1,4,6,3,5,2,3,4,4,6,5,6,3,3,3,7,7,7,7,7,7,7,7,7,7,7,5,7,6,5,5,3,2,4,3,4,2,4,3,3,4,4,4,4,4,4,4,3,2,4,2,3,2,36,1,6,7,38,1
1,580,119,1,4,4,4,4,4,3,2,2,3,1,2,3,3,2,3,3,2,4,4,4,5,6,2,3,2,6,5,6,2,3,5,4,6,7,7,1,2,2,6,5,5,6,5,6,6,6,6,6,6,5,6,6,5,6,7,4,4,5,3,2,4,2,4,5,5,5,5,5,4,2,4,4,4,2,2,4,22,1,3,3,17,1
0,1139,120,1,4,3,3,2,2,2,3,3,3,2,3,3,3,3,3,4,1,4,2,3,3,5,2,1,1,3,2,5,3,2,5,4,6,6,6,4,1,6,6,5,5,6,5,5,6,7,4,6,6,6,7,7,6,7,7,5,5,5,3,1,5,4,3,3,4,3,5,5,5,2,4,2,2,4,4,4,24,1,3,3,29,1
0,1279,121,1,4,4,4,1,2,4,2,3,1,3,1,1,2,4,3,3,3,1,4,3,7,6,1,1,3,6,2,4,1,1,5,4,6,5,6,3,5,2,5,5,5,5,2,5,5,6,5,5,5,3,5,5,3,5,5,5,4,3,3,2,4,4,3,5,4,4,5,5,4,4,5,4,4,3,3,4,55,1,4,7,73,1
0,2250,122,1,5,4,4,4,3,4,1,1,2,1,1,2,2,4,3,5,4,1,5,2,6,5,2,3,2,7,5,6,2,3,6,4,6,6,7,3,1,2,6,7,6,6,5,6,4,6,4,4,4,5,6,5,5,6,7,6,4,4,5,1,4,4,4,5,4,4,5,5,5,4,4,4,5,3,4,4,24,2,3,3,13,0
0,463,123,1,4,4,4,4,4,4,3,3,3,3,2,4,5,2,5,4,2,4,2,5,5,5,3,3,5,5,3,6,2,6,6,4,6,6,6,5,2,1,5,6,6,6,6,6,6,5,5,5,5,5,5,5,6,3,2,2,4,4,1,2,5,2,4,5,4,4,4,4,4,2,2,3,2,2,4,2,27,2,5,2,33,0
1,901,124,1,4,5,4,3,4,5,2,2,2,1,1,1,2,2,4,3,2,3,4,2,7,6,1,1,2,5,4,6,1,1,6,4,6,7,6,1,1,1,6,6,6,4,4,5,4,4,4,4,4,6,7,5,5,5,5,5,4,4,2,3,4,5,4,5,5,3,5,5,4,2,1,1,3,1,4,1,24,1,5,2,41,1
1,932,125,1,4,4,4,4,4,4,2,3,2,3,2,1,1,5,1,5,5,1,5,1,7,5,1,1,1,5,4,5,1,1,6,4,7,7,7,4,1,2,5,5,7,5,5,5,2,2,2,2,2,6,7,5,2,7,1,5,4,5,4,1,4,5,3,5,5,5,5,5,5,1,2,1,3,1,3,4,19,1,3,3,36,1
1,3651,126,1,4,3,4,3,3,4,2,2,2,1,2,2,4,2,4,2,2,4,2,3,6,5,2,2,2,5,3,6,3,2,6,4,6,5,6,3,3,5,6,6,5,5,5,6,5,5,5,5,5,6,6,5,7,6,5,6,4,3,2,2,4,3,3,4,4,4,4,4,4,2,3,4,4,2,2,4,47,1,4,7,9,1
0,403,127,1,4,4,4,3,3,4,1,1,1,1,2,2,2,4,2,4,4,3,3,2,6,6,1,2,5,5,1,6,4,1,5,4,5,5,6,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,3,5,5,4,3,3,2,4,3,3,5,3,4,5,5,3,3,4,4,3,3,3,4,0,2,6,7,20,0
0,1706,128,1,5,5,5,4,4,5,2,1,1,1,2,2,2,3,2,4,2,2,3,2,5,6,3,2,2,4,3,4,2,1,4,4,7,6,7,2,1,5,7,7,7,6,5,6,6,6,6,6,6,3,5,3,2,6,5,4,4,3,4,2,4,4,3,5,4,4,5,5,5,4,4,3,4,3,4,4,24,1,5,4,25,1
0,852,129,1,4,4,4,4,3,4,3,4,2,3,1,2,1,5,2,5,5,2,4,1,4,6,4,2,2,6,2,4,1,2,7,4,5,5,5,5,3,2,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,6,6,4,4,4,2,5,5,4,5,5,4,5,4,4,3,4,4,3,2,5,4,23,1,3,3,1,1
1,604,130,1,4,4,3,4,3,3,4,3,3,3,1,3,4,2,5,1,2,5,1,3,6,4,4,1,2,6,4,4,2,1,5,4,6,7,6,2,4,3,7,7,7,7,7,7,7,7,7,7,7,3,5,3,3,5,5,5,4,4,4,1,4,4,3,4,5,5,5,5,5,4,4,4,4,1,4,4,49,1,5,6,9,1
1,1089,131,1,4,4,5,4,3,4,2,2,2,2,3,3,2,3,2,2,2,3,2,2,6,4,2,3,3,6,4,6,2,1,6,4,4,5,6,5,6,2,3,2,5,3,3,5,5,3,3,6,5,5,7,5,2,6,3,6,5,2,4,4,2,2,4,5,4,4,2,4,3,3,3,1,4,2,3,2,18,2,3,3,17,0
0,708,132,1,5,4,4,4,4,5,2,2,1,2,1,1,1,5,1,5,4,1,5,1,6,6,5,1,4,2,1,3,5,5,4,4,7,6,7,1,1,2,6,7,5,5,5,5,5,5,5,6,4,2,6,7,2,1,1,6,4,4,2,4,5,3,2,5,4,4,5,5,5,1,1,1,3,1,1,2,28,2,5,4,39,0
1,1137,133,1,3,3,3,3,2,3,3,3,3,2,2,3,3,3,2,4,4,2,4,2,5,5,2,3,1,6,3,5,2,1,5,4,6,6,6,2,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,5,5,5,4,3,2,3,2,4,3,3,4,4,4,4,3,2,4,2,3,2,3,4,52,1,6,7,36,1
1,1476,134,1,5,5,4,5,4,5,1,1,1,1,1,1,2,3,2,4,4,2,5,1,3,5,1,1,1,6,2,4,1,1,6,4,7,7,7,1,1,1,6,5,6,6,5,6,5,5,5,5,5,5,6,3,3,7,6,4,4,3,4,2,4,4,3,4,4,5,5,5,5,4,3,4,5,4,1,3,25,1,6,3,39,1
0,899,135,1,2,1,3,2,2,2,4,3,4,4,2,1,5,1,5,1,1,2,1,5,2,1,6,5,6,2,2,5,3,1,6,4,7,6,5,5,5,5,6,7,5,6,6,6,5,7,5,5,4,5,7,5,6,7,2,3,4,3,5,3,4,4,3,5,3,4,5,5,4,2,4,2,4,2,3,4,41,1,7,6,23,1
1,969,136,1,4,4,4,4,3,4,1,2,1,3,1,3,1,5,1,5,5,1,5,1,7,6,1,1,1,6,4,4,2,1,6,4,7,7,7,1,2,2,7,5,7,6,6,6,6,7,6,7,6,6,7,5,7,7,7,7,4,5,5,1,5,5,4,5,4,5,4,4,4,4,5,4,5,4,2,4,22,1,4,3,1,1
0,1586,137,1,4,4,5,2,2,4,1,1,1,3,1,3,1,5,1,5,3,1,5,1,7,7,1,1,1,7,1,7,1,1,7,4,4,6,4,1,5,5,4,7,7,7,7,4,7,6,4,6,6,7,7,7,4,5,5,5,3,2,3,1,3,5,3,5,3,1,3,4,3,3,4,1,5,1,1,2,44,1,6,4,30,1
1,793,138,1,4,4,4,3,3,4,3,2,2,1,2,3,2,4,2,4,3,2,4,3,7,5,4,1,1,7,4,4,1,1,6,4,7,7,6,2,1,1,5,5,6,6,5,6,6,6,5,6,5,6,6,5,6,5,4,4,4,4,4,2,4,4,5,4,4,4,5,4,4,3,4,4,4,4,3,3,26,2,5,3,27,0
1,773,139,1,3,3,3,3,3,4,4,3,3,3,3,4,3,2,4,3,1,5,1,2,7,7,1,1,1,7,1,7,1,1,7,4,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,3,4,4,1,5,66,1,4,5,24,1
1,714,140,1,5,4,4,4,3,5,1,1,1,2,1,1,2,3,1,5,3,2,4,3,7,6,1,1,4,7,1,4,1,1,7,4,7,7,6,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,4,4,1,4,5,3,5,5,5,5,5,5,3,5,4,5,3,3,5,55,1,4,2,11,1
0,31415,141,1,2,2,2,2,2,2,4,4,4,4,4,3,2,5,1,4,4,2,4,1,6,4,2,1,1,6,1,6,1,2,7,4,6,6,6,5,2,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,2,4,4,4,2,5,5,4,5,5,4,5,5,5,4,4,3,4,4,4,4,57,1,4,4,6,1
1,604,142,1,4,4,3,4,3,4,3,2,2,3,3,2,1,4,2,5,5,1,5,2,6,7,2,1,2,6,4,5,1,1,7,4,5,6,5,3,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,4,5,1,5,4,4,5,5,5,5,5,5,2,2,2,4,2,3,2,24,1,5,3,15,1
0,1092,143,1,3,3,3,3,2,3,4,2,3,2,3,1,4,2,4,3,1,2,1,5,2,2,2,1,1,2,1,4,1,2,6,4,4,3,3,4,5,1,6,4,6,5,5,5,6,5,6,4,6,5,5,3,3,5,5,5,3,4,2,2,4,4,3,5,4,5,4,5,4,4,4,4,4,3,3,4,27,1,5,3,16,1
1,2167,144,1,3,3,1,3,2,3,4,2,4,1,3,2,3,1,4,4,1,4,2,4,5,5,3,4,1,6,4,6,1,1,5,4,5,4,5,4,4,5,6,2,5,2,2,2,2,2,2,2,2,5,6,5,6,6,6,5,2,5,4,3,4,3,4,1,3,3,3,3,3,4,4,4,5,3,4,3,37,2,6,4,51,0
1,677,145,1,3,2,1,1,2,2,1,1,1,1,1,2,2,4,2,4,3,2,2,2,5,4,3,3,3,5,3,4,3,1,5,4,5,6,5,2,2,2,6,6,7,6,7,6,2,5,2,2,2,5,4,2,4,5,5,5,4,4,4,2,5,5,4,5,5,4,5,5,5,2,2,2,4,2,4,4,52,1,7,3,47,1
1,771,146,1,3,4,3,3,3,3,4,3,4,4,1,3,3,1,2,4,1,2,2,4,6,4,2,2,2,5,2,5,2,1,6,4,3,2,2,6,5,2,2,3,6,2,2,5,5,5,6,3,7,3,3,3,2,5,5,3,4,4,2,2,5,4,3,5,4,3,5,5,4,2,4,3,4,2,2,4,25,1,5,3,20,1
0,801,147,1,4,3,3,3,3,3,1,2,3,2,1,2,3,3,3,2,2,2,2,3,6,3,2,1,1,2,3,3,3,1,5,4,5,2,2,4,6,1,7,7,7,7,7,7,7,7,7,7,7,5,6,6,5,5,5,2,5,3,3,2,4,4,3,5,3,3,5,5,4,2,1,2,2,3,4,1,58,1,6,4,14,1
0,658,148,1,3,3,3,3,3,2,3,3,2,4,2,4,3,2,3,3,2,4,2,4,7,3,5,1,4,4,3,3,3,4,4,4,4,4,4,6,6,7,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,5,4,3,5,4,4,3,4,5,1,5,5,5,5,5,5,2,4,2,3,3,4,4,19,1,3,2,21,1
1,536,149,1,3,3,2,3,2,3,4,4,3,2,2,3,5,1,3,2,1,5,1,4,4,6,3,1,3,6,5,4,2,2,6,4,7,7,7,1,2,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,5,3,2,4,4,3,3,5,5,5,5,5,2,4,4,2,2,2,2,28,1,5,5,25,1
0,75047,150,1,4,4,4,4,4,5,2,2,2,2,3,2,3,3,4,4,2,3,3,4,6,7,1,1,1,6,4,4,1,1,5,4,6,6,6,1,1,5,6,6,6,5,5,5,6,6,6,6,6,7,7,4,6,7,7,6,5,4,5,2,3,4,3,5,5,5,5,5,5,4,4,4,4,4,2,4,40,1,6,4,32,1
0,466,151,1,3,4,2,4,4,3,4,4,2,3,5,2,3,2,4,4,1,5,1,4,5,5,1,2,6,6,1,4,1,1,7,4,7,6,6,2,2,4,1,2,6,7,6,5,1,1,1,1,1,5,7,3,2,6,1,1,4,4,5,3,5,4,5,2,5,4,4,4,5,3,4,2,3,2,2,2,22,2,3,2,63,0
0,737,152,1,3,3,3,2,2,3,4,4,3,4,3,2,3,2,3,2,1,3,3,2,6,6,1,1,1,6,4,4,1,1,5,4,6,7,7,5,5,3,6,7,6,6,6,6,6,6,5,6,6,5,5,5,3,5,4,2,4,2,2,2,4,3,2,4,4,5,5,4,4,2,4,2,3,3,4,5,23,1,5,3,23,1
